DUID,d0,d1,ma1,ch1,ab1,ma0,ch0,ab0,d_ma,d_ch,d_ab,reg,material,grp
TORRB3,2023-05-24,2023-05-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-25,2023-05-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-26,2023-05-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-27,2023-05-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-28,2023-05-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-29,2023-05-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-30,2023-06-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-05-31,2023-06-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-01,2023-06-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-02,2023-06-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-03,2023-06-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-04,2023-06-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-05,2023-06-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-06,2023-06-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-07,2023-06-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-08,2023-06-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-09,2023-06-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-10,2023-06-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-11,2023-06-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-23,2023-06-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-24,2023-06-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-25,2023-06-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-26,2023-06-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-27,2023-06-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-06-28,2023-06-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-16,2023-07-18,98.625,43.375,12,0,0,24,98.625,43.375,-12,200,TRUE,quiet
TORRB3,2023-07-17,2023-07-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-18,2023-07-20,0,0,24,98.625,43.375,12,-98.625,-43.375,12,200,TRUE,quiet
TORRB3,2023-07-19,2023-07-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-20,2023-07-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-21,2023-07-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-22,2023-07-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-23,2023-07-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-24,2023-07-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-25,2023-07-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-27,2023-07-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-29,2023-07-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-30,2023-08-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-07-31,2023-08-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-08-01,2023-08-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-08-02,2023-08-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-08-03,2023-08-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-08-04,2023-08-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-01,2023-10-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-03,2023-10-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-05,2023-10-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-06,2023-10-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-07,2023-10-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-08,2023-10-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-09,2023-10-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-10,2023-10-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-11,2023-10-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-12,2023-10-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-13,2023-10-15,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-14,2023-10-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-15,2023-10-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-16,2023-10-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-17,2023-10-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-18,2023-10-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-19,2023-10-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-20,2023-10-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-21,2023-10-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-22,2023-10-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-23,2023-10-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-24,2023-10-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-25,2023-10-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-26,2023-10-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-27,2023-10-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-28,2023-10-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-29,2023-10-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-30,2023-11-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-10-31,2023-11-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-11-01,2023-11-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-11-02,2023-11-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-11-03,2023-11-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-11-04,2023-11-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-11-05,2023-11-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-12-03,2023-12-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-12-05,2023-12-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2023-12-14,2023-12-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-14,2024-02-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-16,2024-02-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-17,2024-02-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-18,2024-02-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-19,2024-02-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-20,2024-02-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-21,2024-02-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-22,2024-02-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-27,2024-02-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-28,2024-03-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-02-29,2024-03-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-03-01,2024-03-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-03-02,2024-03-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-03-28,2024-03-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-03-29,2024-03-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-03-30,2024-04-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-03-31,2024-04-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-04-01,2024-04-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-04-02,2024-04-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-14,2024-05-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-15,2024-05-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-16,2024-05-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-17,2024-05-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-18,2024-05-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-19,2024-05-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-20,2024-05-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-05-21,2024-05-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-06-03,2024-06-05,180,94.4583333333333,0,180,136.041666666667,0,0,-41.5833333333333,0,200,TRUE,quiet
TORRB3,2024-06-04,2024-06-06,180,90.3125,0,200,172.083333333333,0,-20,-81.7708333333333,0,200,TRUE,quiet
TORRB3,2024-06-05,2024-06-07,180,96.7708333333333,0,180,94.4583333333333,0,0,2.3125,0,200,FALSE,quiet
TORRB3,2024-06-06,2024-06-08,180,121.041666666667,0,180,90.3125,0,0,30.7291666666667,0,200,TRUE,quiet
TORRB3,2024-06-30,2024-07-02,180,134.166666666667,0,180,97.6041666666667,0,0,36.5625,0,200,TRUE,quiet
TORRB3,2024-07-01,2024-07-03,180,86.6666666666667,0,180,123.958333333333,0,0,-37.2916666666667,0,200,TRUE,quiet
TORRB3,2024-07-14,2024-07-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-07-15,2024-07-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-07-16,2024-07-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-07-17,2024-07-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-19,2024-09-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-25,2024-09-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-26,2024-09-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-27,2024-09-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-28,2024-09-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-29,2024-10-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-09-30,2024-10-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-10-01,2024-10-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-10-02,2024-10-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-10-03,2024-10-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-10-04,2024-10-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-10-05,2024-10-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-10-06,2024-10-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB3,2024-12-07,2024-12-09,200,104.6875,0,200,157.8125,0,0,-53.125,0,200,TRUE,quiet
TORRB3,2024-12-08,2024-12-10,200,123.333333333333,0,200,98.9583333333333,0,0,24.375,0,200,TRUE,quiet
TORRB4,2022-03-02,2022-03-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-03,2022-03-05,0,0,24,61.3541666666667,34.9583333333333,15.5,-61.3541666666667,-34.9583333333333,8.5,200,TRUE,quiet
TORRB4,2022-03-04,2022-03-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-05,2022-03-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-07,2022-03-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-09,2022-03-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-10,2022-03-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-11,2022-03-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-12,2022-03-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-03-13,2022-03-15,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-05-06,2022-05-08,200,200,0,200,200,0,0,0,0,200,FALSE,quiet
TORRB4,2022-05-07,2022-05-09,200,200,0,200,200,0,0,0,0,200,FALSE,quiet
TORRB4,2022-05-08,2022-05-10,200,47.0833333333333,0,200,200,0,0,-152.916666666667,0,200,TRUE,quiet
TORRB4,2022-05-09,2022-05-11,200,50.8333333333333,0,200,200,0,0,-149.166666666667,0,200,TRUE,quiet
TORRB4,2022-06-03,2022-06-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-10,2022-06-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-12,2022-06-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-14,2022-06-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-15,2022-06-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-16,2022-06-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-17,2022-06-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-18,2022-06-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-19,2022-06-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-20,2022-06-22,109.895833333333,0,10,0,0,24,109.895833333333,0,-14,200,TRUE,quiet
TORRB4,2022-06-21,2022-06-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-22,2022-06-24,0,0,24,109.895833333333,0,10,-109.895833333333,0,14,200,TRUE,quiet
TORRB4,2022-06-23,2022-06-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-24,2022-06-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-06-25,2022-06-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-07-09,2022-07-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-07-10,2022-07-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-08-03,2022-08-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-08-04,2022-08-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-08-10,2022-08-12,200,139.375,0,200,114.0625,0,0,25.3125,0,200,TRUE,quiet
TORRB4,2022-08-11,2022-08-13,200,104.270833333333,0,200,114.375,0,0,-10.1041666666667,0,200,TRUE,quiet
TORRB4,2022-08-12,2022-08-14,200,78.6458333333333,0,200,139.375,0,0,-60.7291666666667,0,200,TRUE,quiet
TORRB4,2022-08-13,2022-08-15,200,103.125,0,200,104.270833333333,0,0,-1.14583333333333,0,200,FALSE,quiet
TORRB4,2022-09-01,2022-09-03,200,121.041666666667,0,200,64.8958333333333,0,0,56.1458333333334,0,200,TRUE,quiet
TORRB4,2022-09-02,2022-09-04,200,133.229166666667,0,200,112.395833333333,0,0,20.8333333333333,0,200,TRUE,quiet
TORRB4,2022-09-03,2022-09-05,200,124.0625,0,200,121.041666666667,0,0,3.02083333333333,0,200,FALSE,quiet
TORRB4,2022-09-24,2022-09-26,200,92.7083333333333,0,200,76.5625,0,0,16.1458333333333,0,200,TRUE,quiet
TORRB4,2022-09-25,2022-09-27,200,59.2708333333333,0,200,82.7083333333333,0,0,-23.4375,0,200,TRUE,quiet
TORRB4,2022-09-26,2022-09-28,200,68.3333333333333,0,200,92.7083333333333,0,0,-24.375,0,200,TRUE,quiet
TORRB4,2022-10-12,2022-10-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-17,2022-10-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-23,2022-10-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-24,2022-10-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-25,2022-10-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-26,2022-10-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-27,2022-10-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-28,2022-10-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-29,2022-10-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-30,2022-11-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-10-31,2022-11-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-01,2022-11-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-02,2022-11-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-03,2022-11-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-04,2022-11-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-05,2022-11-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-06,2022-11-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2022-11-07,2022-11-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-01-17,2023-01-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-01-20,2023-01-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-02-12,2023-02-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-02-14,2023-02-16,84.8958333333333,59.1666666666667,13,0,0,24,84.8958333333333,59.1666666666667,-11,200,TRUE,quiet
TORRB4,2023-03-23,2023-03-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-03-24,2023-03-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-03-25,2023-03-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-03-26,2023-03-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-06,2023-04-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-07,2023-04-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-09,2023-04-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-11,2023-04-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-12,2023-04-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-14,2023-04-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-16,2023-04-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-18,2023-04-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-19,2023-04-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-20,2023-04-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-21,2023-04-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-22,2023-04-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-23,2023-04-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-24,2023-04-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-25,2023-04-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-26,2023-04-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-27,2023-04-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-28,2023-04-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-29,2023-05-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-04-30,2023-05-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-05-01,2023-05-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-05-07,2023-05-09,200,82.3958333333333,0,200,116.25,0,0,-33.8541666666667,0,200,TRUE,quiet
TORRB4,2023-05-08,2023-05-10,200,107.604166666667,0,200,103.333333333333,0,0,4.27083333333334,0,200,FALSE,quiet
TORRB4,2023-05-19,2023-05-21,200,165.104166666667,0,200,90.1041666666667,0,0,75,0,200,TRUE,quiet
TORRB4,2023-06-14,2023-06-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-06-16,2023-06-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-06-24,2023-06-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-01,2023-07-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-02,2023-07-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-03,2023-07-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-04,2023-07-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-05,2023-07-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-06,2023-07-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-07,2023-07-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-08,2023-07-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-07-09,2023-07-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-08-09,2023-08-11,0,0,24,108.333333333333,21.6666666666667,11,-108.333333333333,-21.6666666666667,13,200,TRUE,quiet
TORRB4,2023-08-11,2023-08-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-08-24,2023-08-26,200,60.2083333333333,0,200,70.625,0,0,-10.4166666666667,0,200,TRUE,quiet
TORRB4,2023-08-30,2023-09-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-04,2023-09-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-05,2023-09-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-06,2023-09-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-07,2023-09-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-08,2023-09-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-09,2023-09-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-10,2023-09-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-11,2023-09-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-12,2023-09-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-13,2023-09-15,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-14,2023-09-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-15,2023-09-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-16,2023-09-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-17,2023-09-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-18,2023-09-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-19,2023-09-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-20,2023-09-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-21,2023-09-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-22,2023-09-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-23,2023-09-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-09-24,2023-09-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-14,2023-12-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-16,2023-12-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-17,2023-12-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-19,2023-12-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-21,2023-12-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-22,2023-12-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-23,2023-12-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-24,2023-12-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2023-12-25,2023-12-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-05,2024-01-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-06,2024-01-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-07,2024-01-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-08,2024-01-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
